brand,cnt,date,day_of_week,month,tiaoxiu,workday,year
10,336,59,3,3,0,1,2013
1,252,60,4,3,0,1,2013
2,97,60,4,3,0,1,2013
3,168,60,4,3,0,1,2013
4,335,60,4,3,0,1,2013
6,96,60,4,3,0,1,2013
7,142,60,4,3,0,1,2013
8,23,60,4,3,0,1,2013
9,338,60,4,3,0,1,2013
10,415,60,4,3,0,1,2013
1,150,61,5,3,0,1,2013
2,133,61,5,3,0,1,2013
3,131,61,5,3,0,1,2013
4,261,61,5,3,0,1,2013
6,95,61,5,3,0,1,2013
7,180,61,5,3,0,1,2013
8,25,61,5,3,0,1,2013
9,233,61,5,3,0,1,2013
10,412,61,5,3,0,1,2013
1,94,62,6,3,0,1,2013
4,44,62,6,3,0,1,2013
6,12,62,6,3,0,1,2013
9,61,62,6,3,0,1,2013
10,51,62,6,3,0,1,2013
4,19,63,7,3,0,1,2013
6,5,63,7,3,0,1,2013
7,28,63,7,3,0,1,2013
9,27,63,7,3,0,1,2013
10,22,63,7,3,0,1,2013
1,299,64,1,3,0,1,2013
2,398,64,1,3,0,1,2013
3,287,64,1,3,0,1,2013
4,732,64,1,3,0,1,2013
6,124,64,1,3,0,1,2013
7,154,64,1,3,0,1,2013
9,368,64,1,3,0,1,2013
10,371,64,1,3,0,1,2013
1,499,65,2,3,0,1,2013
2,199,65,2,3,0,1,2013
3,229,65,2,3,0,1,2013
4,436,65,2,3,0,1,2013
6,71,65,2,3,0,1,2013
7,225,65,2,3,0,1,2013
9,384,65,2,3,0,1,2013
10,489,65,2,3,0,1,2013
1,175,66,3,3,0,1,2013
2,31,66,3,3,0,1,2013
3,183,66,3,3,0,1,2013
4,407,66,3,3,0,1,2013
6,89,66,3,3,0,1,2013
7,150,66,3,3,0,1,2013
8,30,66,3,3,0,1,2013
9,387,66,3,3,0,1,2013
10,384,66,3,3,0,1,2013
1,297,67,4,3,0,1,2013
2,73,67,4,3,0,1,2013
3,168,67,4,3,0,1,2013
4,303,67,4,3,0,1,2013
6,131,67,4,3,0,1,2013
7,71,67,4,3,0,1,2013
8,23,67,4,3,0,1,2013
9,236,67,4,3,0,1,2013
10,283,67,4,3,0,1,2013
1,225,68,5,3,0,1,2013
2,159,68,5,3,0,1,2013
3,209,68,5,3,0,1,2013
4,261,68,5,3,0,1,2013
6,157,68,5,3,0,1,2013
7,206,68,5,3,0,1,2013
9,282,68,5,3,0,1,2013
10,329,68,5,3,0,1,2013
3,33,69,6,3,0,1,2013
6,6,69,6,3,0,1,2013
9,46,69,6,3,0,1,2013
10,26,69,6,3,0,1,2013
1,54,70,7,3,0,1,2013
6,5,70,7,3,0,1,2013
1,474,71,1,3,0,1,2013
2,27,71,1,3,0,1,2013
3,131,71,1,3,0,1,2013
4,470,71,1,3,0,1,2013
6,143,71,1,3,0,1,2013
7,180,71,1,3,0,1,2013
8,25,71,1,3,0,1,2013
9,466,71,1,3,0,1,2013
10,391,71,1,3,0,1,2013
1,437,72,2,3,0,1,2013
2,199,72,2,3,0,1,2013
3,229,72,2,3,0,1,2013
4,457,72,2,3,0,1,2013
6,143,72,2,3,0,1,2013
7,161,72,2,3,0,1,2013
8,32,72,2,3,0,1,2013
9,598,72,2,3,0,1,2013
10,335,72,2,3,0,1,2013
1,262,73,3,3,0,1,2013
2,186,73,3,3,0,1,2013
3,244,73,3,3,0,1,2013
4,346,73,3,3,0,1,2013
6,100,73,3,3,0,1,2013
7,240,73,3,3,0,1,2013
9,358,73,3,3,0,1,2013
10,240,73,3,3,0,1,2013
1,229,74,4,3,0,1,2013
2,243,74,4,3,0,1,2013
3,192,74,4,3,0,1,2013
4,367,74,4,3,0,1,2013
6,126,74,4,3,0,1,2013
7,142,74,4,3,0,1,2013
8,70,74,4,3,0,1,2013
9,259,74,4,3,0,1,2013
10,359,74,4,3,0,1,2013
1,374,75,5,3,0,1,2013
2,212,75,5,3,0,1,2013
3,157,75,5,3,0,1,2013
4,418,75,5,3,0,1,2013
6,95,75,5,3,0,1,2013
7,154,75,5,3,0,1,2013
9,209,75,5,3,0,1,2013
10,371,75,5,3,0,1,2013
1,31,76,6,3,0,1,2013
4,44,76,6,3,0,1,2013
7,64,76,6,3,0,1,2013
9,15,76,6,3,0,1,2013
10,51,76,6,3,0,1,2013
1,27,77,7,3,0,1,2013
1,274,78,1,3,0,1,2013
2,80,78,1,3,0,1,2013
3,209,78,1,3,0,1,2013
4,401,78,1,3,0,1,2013
6,119,78,1,3,0,1,2013
7,257,78,1,3,0,1,2013
9,246,78,1,3,0,1,2013
10,474,78,1,3,0,1,2013
1,312,79,2,3,0,1,2013
2,365,79,2,3,0,1,2013
3,229,79,2,3,0,1,2013
4,479,79,2,3,0,1,2013
6,184,79,2,3,0,1,2013
7,161,79,2,3,0,1,2013
8,32,79,2,3,0,1,2013
9,322,79,2,3,0,1,2013
10,283,79,2,3,0,1,2013
1,291,80,3,3,0,1,2013
2,155,80,3,3,0,1,2013
3,61,80,3,3,0,1,2013
4,305,80,3,3,0,1,2013
6,111,80,3,3,0,1,2013
7,240,80,3,3,0,1,2013
8,30,80,3,3,0,1,2013
9,272,80,3,3,0,1,2013
10,336,80,3,3,0,1,2013
1,252,81,4,3,0,1,2013
2,146,81,4,3,0,1,2013
3,168,81,4,3,0,1,2013
4,240,81,4,3,0,1,2013
6,96,81,4,3,0,1,2013
7,142,81,4,3,0,1,2013
9,225,81,4,3,0,1,2013
10,321,81,4,3,0,1,2013
1,299,82,5,3,0,1,2013
2,371,82,5,3,0,1,2013
3,340,82,5,3,0,1,2013
4,227,82,5,3,0,1,2013
6,147,82,5,3,0,1,2013
7,283,82,5,3,0,1,2013
8,101,82,5,3,0,1,2013
9,344,82,5,3,0,1,2013
10,453,82,5,3,0,1,2013
1,62,83,6,3,0,1,2013
4,22,83,6,3,0,1,2013
6,12,83,6,3,0,1,2013
9,92,83,6,3,0,1,2013
10,26,83,6,3,0,1,2013
1,27,84,7,3,0,1,2013
10,22,84,7,3,0,1,2013
1,299,85,1,4,0,1,2013
2,186,85,1,4,0,1,2013
3,78,85,1,4,0,1,2013
4,157,85,1,4,0,1,2013
6,86,85,1,4,0,1,2013
7,26,85,1,4,0,1,2013
8,25,85,1,4,0,1,2013
9,86,85,1,4,0,1,2013
10,144,85,1,4,0,1,2013
1,312,86,2,4,0,1,2013
2,431,86,2,4,0,1,2013
3,327,86,2,4,0,1,2013
4,501,86,2,4,0,1,2013
6,160,86,2,4,0,1,2013
7,129,86,2,4,0,1,2013
8,63,86,2,4,0,1,2013
9,660,86,2,4,0,1,2013
10,592,86,2,4,0,1,2013
1,582,87,3,4,0,1,2013
2,464,87,3,4,0,1,2013
3,335,87,3,4,0,1,2013
4,366,87,3,4,0,1,2013
6,166,87,3,4,0,1,2013
7,330,87,3,4,0,1,2013
8,59,87,3,4,0,1,2013
9,587,87,3,4,0,1,2013
10,577,87,3,4,0,1,2013
1,23,88,4,4,0,0,2013
3,24,88,4,4,0,0,2013
4,16,88,4,4,0,0,2013
7,47,88,4,4,0,0,2013
4,17,89,5,4,0,0,2013
7,26,89,5,4,0,0,2013
9,12,89,5,4,0,0,2013
10,21,89,5,4,0,0,2013
6,6,90,6,4,0,0,2013
1,324,91,7,4,1,1,2013
2,287,91,7,4,1,1,2013
3,198,91,7,4,1,1,2013
4,415,91,7,4,1,1,2013
6,103,91,7,4,1,1,2013
7,167,91,7,4,1,1,2013
9,359,91,7,4,1,1,2013
10,491,91,7,4,1,1,2013
1,349,92,1,4,0,1,2013
2,159,92,1,4,0,1,2013
3,26,92,1,4,0,1,2013
4,453,92,1,4,0,1,2013
6,71,92,1,4,0,1,2013
7,180,92,1,4,0,1,2013
8,101,92,1,4,0,1,2013
9,552,92,1,4,0,1,2013
10,309,92,1,4,0,1,2013
1,374,93,2,4,0,1,2013
2,265,93,2,4,0,1,2013
3,196,93,2,4,0,1,2013
4,327,93,2,4,0,1,2013
6,166,93,2,4,0,1,2013
7,290,93,2,4,0,1,2013
9,399,93,2,4,0,1,2013
10,798,93,2,4,0,1,2013
1,233,94,3,4,0,1,2013
2,217,94,3,4,0,1,2013
3,91,94,3,4,0,1,2013
4,264,94,3,4,0,1,2013
6,172,94,3,4,0,1,2013
7,150,94,3,4,0,1,2013
9,401,94,3,4,0,1,2013
10,529,94,3,4,0,1,2013
1,252,95,4,4,0,1,2013
2,195,95,4,4,0,1,2013
3,144,95,4,4,0,1,2013
4,112,95,4,4,0,1,2013
6,96,95,4,4,0,1,2013
7,71,95,4,4,0,1,2013
8,46,95,4,4,0,1,2013
9,248,95,4,4,0,1,2013
10,321,95,4,4,0,1,2013
1,274,96,5,4,0,1,2013
2,159,96,5,4,0,1,2013
3,131,96,5,4,0,1,2013
4,279,96,5,4,0,1,2013
6,185,96,5,4,0,1,2013
7,154,96,5,4,0,1,2013
8,25,96,5,4,0,1,2013
9,368,96,5,4,0,1,2013
10,432,96,5,4,0,1,2013
6,12,97,6,4,0,1,2013
9,46,97,6,4,0,1,2013
10,26,97,6,4,0,1,2013
1,449,98,1,4,0,1,2013
2,159,98,1,4,0,1,2013
3,209,98,1,4,0,1,2013
4,488,98,1,4,0,1,2013
6,195,98,1,4,0,1,2013
7,129,98,1,4,0,1,2013
9,417,98,1,4,0,1,2013
10,577,98,1,4,0,1,2013
1,343,99,2,4,0,1,2013
2,199,99,2,4,0,1,2013
3,327,99,2,4,0,1,2013
4,523,99,2,4,0,1,2013
6,178,99,2,4,0,1,2013
7,129,99,2,4,0,1,2013
8,32,99,2,4,0,1,2013
9,292,99,2,4,0,1,2013
10,463,99,2,4,0,1,2013
1,175,100,3,4,0,1,2013
2,248,100,3,4,0,1,2013
3,122,100,3,4,0,1,2013
4,346,100,3,4,0,1,2013
6,139,100,3,4,0,1,2013
7,240,100,3,4,0,1,2013
8,89,100,3,4,0,1,2013
9,329,100,3,4,0,1,2013
10,577,100,3,4,0,1,2013
1,252,101,4,4,0,1,2013
2,122,101,4,4,0,1,2013
3,144,101,4,4,0,1,2013
4,367,101,4,4,0,1,2013
6,113,101,4,4,0,1,2013
7,189,101,4,4,0,1,2013
9,270,101,4,4,0,1,2013
10,340,101,4,4,0,1,2013
1,175,102,5,4,0,1,2013
2,80,102,5,4,0,1,2013
3,131,102,5,4,0,1,2013
4,314,102,5,4,0,1,2013
6,95,102,5,4,0,1,2013
7,77,102,5,4,0,1,2013
9,344,102,5,4,0,1,2013
10,432,102,5,4,0,1,2013
2,33,103,6,4,0,1,2013
3,33,103,6,4,0,1,2013
4,22,103,6,4,0,1,2013
7,32,103,6,4,0,1,2013
9,15,103,6,4,0,1,2013
1,27,104,7,4,0,1,2013
6,15,104,7,4,0,1,2013
7,84,104,7,4,0,1,2013
9,27,104,7,4,0,1,2013
10,22,104,7,4,0,1,2013
1,399,105,1,4,0,1,2013
2,212,105,1,4,0,1,2013
3,157,105,1,4,0,1,2013
4,540,105,1,4,0,1,2013
6,143,105,1,4,0,1,2013
7,335,105,1,4,0,1,2013
9,430,105,1,4,0,1,2013
10,597,105,1,4,0,1,2013
1,281,106,2,4,0,1,2013
2,166,106,2,4,0,1,2013
3,65,106,2,4,0,1,2013
4,261,106,2,4,0,1,2013
6,148,106,2,4,0,1,2013
7,354,106,2,4,0,1,2013
8,63,106,2,4,0,1,2013
9,322,106,2,4,0,1,2013
10,360,106,2,4,0,1,2013
1,407,107,3,4,0,1,2013
2,186,107,3,4,0,1,2013
3,91,107,3,4,0,1,2013
4,244,107,3,4,0,1,2013
6,89,107,3,4,0,1,2013
7,180,107,3,4,0,1,2013
9,258,107,3,4,0,1,2013
10,360,107,3,4,0,1,2013
1,137,108,4,4,0,1,2013
2,170,108,4,4,0,1,2013
3,216,108,4,4,0,1,2013
4,319,108,4,4,0,1,2013
6,100,108,4,4,0,1,2013
7,165,108,4,4,0,1,2013
9,315,108,4,4,0,1,2013
10,283,108,4,4,0,1,2013
1,249,109,5,4,0,1,2013
2,159,109,5,4,0,1,2013
3,105,109,5,4,0,1,2013
4,314,109,5,4,0,1,2013
6,133,109,5,4,0,1,2013
7,154,109,5,4,0,1,2013
8,25,109,5,4,0,1,2013
9,577,109,5,4,0,1,2013
10,556,109,5,4,0,1,2013
1,343,110,6,4,1,1,2013
2,199,110,6,4,1,1,2013
3,163,110,6,4,1,1,2013
4,131,110,6,4,1,1,2013
6,119,110,6,4,1,1,2013
7,225,110,6,4,1,1,2013
9,537,110,6,4,1,1,2013
10,360,110,6,4,1,1,2013
1,243,111,7,4,1,1,2013
2,172,111,7,4,1,1,2013
3,113,111,7,4,1,1,2013
4,245,111,7,4,1,1,2013
6,113,111,7,4,1,1,2013
7,167,111,7,4,1,1,2013
9,306,111,7,4,1,1,2013
10,781,111,7,4,1,1,2013
2,27,112,1,4,0,0,2013
4,35,112,1,4,0,0,2013
7,26,112,1,4,0,0,2013
9,12,112,1,4,0,0,2013
6,6,113,2,4,0,0,2013
6,11,114,3,5,0,0,2013
1,617,115,4,5,0,1,2013
2,292,115,4,5,0,1,2013
3,144,115,4,5,0,1,2013
4,607,115,4,5,0,1,2013
6,213,115,4,5,0,1,2013
7,71,115,4,5,0,1,2013
8,70,115,4,5,0,1,2013
