date,day_of_week,brand,workday,tiaoxiu,month,year
1308,2,4,1,0,12,2016
1308,2,5,1,0,12,2016
1308,2,6,1,0,12,2016
1308,2,7,1,0,12,2016
1308,2,8,1,0,12,2016
1308,2,9,1,0,12,2016
1308,2,10,1,0,12,2016
1309,3,1,1,0,12,2016
1309,3,2,1,0,12,2016
1309,3,3,1,0,12,2016
1309,3,4,1,0,12,2016
1309,3,5,1,0,12,2016
1309,3,6,1,0,12,2016
1309,3,7,1,0,12,2016
1309,3,8,1,0,12,2016
1309,3,9,1,0,12,2016
1309,3,10,1,0,12,2016
1310,4,1,1,0,12,2016
1310,4,2,1,0,12,2016
1310,4,3,1,0,12,2016
1310,4,4,1,0,12,2016
1310,4,5,1,0,12,2016
1310,4,6,1,0,12,2016
1310,4,7,1,0,12,2016
1310,4,8,1,0,12,2016
1310,4,9,1,0,12,2016
1310,4,10,1,0,12,2016
1311,5,1,1,0,12,2016
1311,5,2,1,0,12,2016
1311,5,3,1,0,12,2016
1311,5,4,1,0,12,2016
1311,5,5,1,0,12,2016
1311,5,6,1,0,12,2016
1311,5,7,1,0,12,2016
1311,5,8,1,0,12,2016
1311,5,9,1,0,12,2016
1311,5,10,1,0,12,2016
1312,6,1,1,0,12,2016
1312,6,2,1,0,12,2016
1312,6,3,1,0,12,2016
1312,6,4,1,0,12,2016
1312,6,5,1,0,12,2016
1312,6,6,1,0,12,2016
1312,6,7,1,0,12,2016
1312,6,8,1,0,12,2016
1312,6,9,1,0,12,2016
1312,6,10,1,0,12,2016
1313,7,1,1,0,12,2016
1314,1,1,1,0,12,2016
1314,1,2,1,0,12,2016
1314,1,3,1,0,12,2016
1314,1,4,1,0,12,2016
1314,1,5,1,0,12,2016
1314,1,6,1,0,12,2016
1314,1,7,1,0,12,2016
1314,1,8,1,0,12,2016
1314,1,9,1,0,12,2016
1314,1,10,1,0,12,2016
1315,2,1,1,0,12,2016
1315,2,2,1,0,12,2016
1315,2,3,1,0,12,2016
1315,2,4,1,0,12,2016
1315,2,5,1,0,12,2016
1315,2,6,1,0,12,2016
1315,2,7,1,0,12,2016
1315,2,8,1,0,12,2016
1315,2,9,1,0,12,2016
1315,2,10,1,0,12,2016
1316,3,1,1,0,12,2016
1316,3,2,1,0,12,2016
1316,3,3,1,0,12,2016
1316,3,4,1,0,12,2016
1316,3,5,1,0,12,2016
1316,3,6,1,0,12,2016
1316,3,7,1,0,12,2016
1316,3,8,1,0,12,2016
1316,3,9,1,0,12,2016
1316,3,10,1,0,12,2016
1317,4,1,1,0,12,2016
1317,4,2,1,0,12,2016
1317,4,3,1,0,12,2016
1317,4,4,1,0,12,2016
1317,4,5,1,0,12,2016
1317,4,6,1,0,12,2016
1317,4,7,1,0,12,2016
1317,4,8,1,0,12,2016
1317,4,9,1,0,12,2016
1317,4,10,1,0,12,2016
1318,5,1,1,0,12,2016
1318,5,2,1,0,12,2016
1318,5,3,1,0,12,2016
1318,5,4,1,0,12,2016
1318,5,5,1,0,12,2016
1318,5,6,1,0,12,2016
1318,5,7,1,0,12,2016
1318,5,8,1,0,12,2016
1318,5,9,1,0,12,2016
1318,5,10,1,0,12,2016
1319,6,1,1,0,12,2016
1319,6,2,1,0,12,2016
1319,6,3,1,0,12,2016
1319,6,4,1,0,12,2016
1319,6,5,1,0,12,2016
1319,6,6,1,0,12,2016
1319,6,7,1,0,12,2016
1319,6,8,1,0,12,2016
1319,6,9,1,0,12,2016
1319,6,10,1,0,12,2016
1320,7,9,1,0,12,2016
1321,1,1,1,0,12,2016
1321,1,2,1,0,12,2016
1321,1,3,1,0,12,2016
1321,1,4,1,0,12,2016
1321,1,5,1,0,12,2016
1321,1,6,1,0,12,2016
1321,1,7,1,0,12,2016
1321,1,8,1,0,12,2016
1321,1,9,1,0,12,2016
1321,1,10,1,0,12,2016
1322,2,1,1,0,12,2016
1322,2,2,1,0,12,2016
1322,2,3,1,0,12,2016
1322,2,4,1,0,12,2016
1322,2,5,1,0,12,2016
1322,2,6,1,0,12,2016
1322,2,7,1,0,12,2016
1322,2,8,1,0,12,2016
1322,2,9,1,0,12,2016
1322,2,10,1,0,12,2016
1323,3,1,1,0,12,2016
1323,3,2,1,0,12,2016
1323,3,3,1,0,12,2016
1323,3,4,1,0,12,2016
1323,3,5,1,0,12,2016
1323,3,6,1,0,12,2016
1323,3,7,1,0,12,2016
1323,3,8,1,0,12,2016
1323,3,9,1,0,12,2016
1323,3,10,1,0,12,2016
1324,4,1,1,0,12,2016
1324,4,2,1,0,12,2016
1324,4,3,1,0,12,2016
1324,4,4,1,0,12,2016
1324,4,5,1,0,12,2016
1324,4,6,1,0,12,2016
1324,4,7,1,0,12,2016
1324,4,8,1,0,12,2016
1324,4,9,1,0,12,2016
1324,4,10,1,0,12,2016
1325,5,1,1,0,12,2016
1325,5,2,1,0,12,2016
1325,5,3,1,0,12,2016
1325,5,4,1,0,12,2016
1325,5,5,1,0,12,2016
1325,5,6,1,0,12,2016
1325,5,7,1,0,12,2016
1325,5,8,1,0,12,2016
1325,5,9,1,0,12,2016
1325,5,10,1,0,12,2016
1326,6,6,0,0,12,2016
1326,6,9,0,0,12,2016
1327,7,4,0,0,1,2017
1327,7,6,0,0,1,2017
1327,7,9,0,0,1,2017
1328,1,1,0,0,1,2017
1328,1,4,0,0,1,2017
1328,1,5,0,0,1,2017
1328,1,6,0,0,1,2017
1328,1,8,0,0,1,2017
1328,1,9,0,0,1,2017
1329,2,1,1,0,1,2017
1329,2,2,1,0,1,2017
1329,2,3,1,0,1,2017
1329,2,4,1,0,1,2017
1329,2,5,1,0,1,2017
1329,2,6,1,0,1,2017
1329,2,7,1,0,1,2017
1329,2,8,1,0,1,2017
1329,2,9,1,0,1,2017
1329,2,10,1,0,1,2017
1330,3,1,1,0,1,2017
1330,3,2,1,0,1,2017
1330,3,3,1,0,1,2017
1330,3,4,1,0,1,2017
1330,3,5,1,0,1,2017
1330,3,6,1,0,1,2017
1330,3,7,1,0,1,2017
1330,3,8,1,0,1,2017
1330,3,9,1,0,1,2017
1330,3,10,1,0,1,2017
1331,4,1,1,0,1,2017
1331,4,2,1,0,1,2017
1331,4,3,1,0,1,2017
1331,4,4,1,0,1,2017
1331,4,5,1,0,1,2017
1331,4,6,1,0,1,2017
1331,4,7,1,0,1,2017
1331,4,8,1,0,1,2017
1331,4,9,1,0,1,2017
1331,4,10,1,0,1,2017
1332,5,1,1,0,1,2017
1332,5,2,1,0,1,2017
1332,5,3,1,0,1,2017
1332,5,4,1,0,1,2017
1332,5,5,1,0,1,2017
1332,5,6,1,0,1,2017
1332,5,7,1,0,1,2017
1332,5,8,1,0,1,2017
1332,5,9,1,0,1,2017
1332,5,10,1,0,1,2017
1333,6,1,1,0,1,2017
1333,6,2,1,0,1,2017
1333,6,3,1,0,1,2017
1333,6,4,1,0,1,2017
1333,6,5,1,0,1,2017
1333,6,6,1,0,1,2017
1333,6,7,1,0,1,2017
1333,6,8,1,0,1,2017
1333,6,9,1,0,1,2017
1333,6,10,1,0,1,2017
1334,1,1,1,0,1,2017
1334,1,2,1,0,1,2017
1334,1,3,1,0,1,2017
1334,1,4,1,0,1,2017
1334,1,5,1,0,1,2017
1334,1,6,1,0,1,2017
1334,1,7,1,0,1,2017
1334,1,8,1,0,1,2017
1334,1,9,1,0,1,2017
1334,1,10,1,0,1,2017
1335,2,1,1,0,1,2017
1335,2,2,1,0,1,2017
1335,2,3,1,0,1,2017
1335,2,4,1,0,1,2017
1335,2,5,1,0,1,2017
1335,2,6,1,0,1,2017
1335,2,7,1,0,1,2017
1335,2,8,1,0,1,2017
1335,2,9,1,0,1,2017
1335,2,10,1,0,1,2017
1336,3,1,1,0,1,2017
1336,3,2,1,0,1,2017
1336,3,3,1,0,1,2017
1336,3,4,1,0,1,2017
1336,3,5,1,0,1,2017
1336,3,6,1,0,1,2017
1336,3,7,1,0,1,2017
1336,3,8,1,0,1,2017
1336,3,9,1,0,1,2017
1336,3,10,1,0,1,2017
1337,4,1,1,0,1,2017
1337,4,2,1,0,1,2017
1337,4,3,1,0,1,2017
1337,4,4,1,0,1,2017
1337,4,5,1,0,1,2017
1337,4,6,1,0,1,2017
1337,4,7,1,0,1,2017
1337,4,8,1,0,1,2017
1337,4,9,1,0,1,2017
1337,4,10,1,0,1,2017
1338,5,1,1,0,1,2017
1338,5,2,1,0,1,2017
1338,5,3,1,0,1,2017
1338,5,4,1,0,1,2017
1338,5,5,1,0,1,2017
1338,5,6,1,0,1,2017
1338,5,7,1,0,1,2017
1338,5,8,1,0,1,2017
1338,5,9,1,0,1,2017
1338,5,10,1,0,1,2017
1339,6,1,1,0,1,2017
1339,6,2,1,0,1,2017
1339,6,3,1,0,1,2017
1339,6,4,1,0,1,2017
1339,6,5,1,0,1,2017
1339,6,6,1,0,1,2017
1339,6,7,1,0,1,2017
1339,6,8,1,0,1,2017
1339,6,9,1,0,1,2017
1340,7,5,1,0,1,2017
1340,7,6,1,0,1,2017
1340,7,9,1,0,1,2017
1341,1,1,1,0,1,2017
1341,1,2,1,0,1,2017
1341,1,3,1,0,1,2017
1341,1,4,1,0,1,2017
1341,1,5,1,0,1,2017
1341,1,6,1,0,1,2017
1341,1,7,1,0,1,2017
1341,1,8,1,0,1,2017
1341,1,9,1,0,1,2017
1341,1,10,1,0,1,2017
1342,2,1,1,0,1,2017
1342,2,2,1,0,1,2017
1342,2,3,1,0,1,2017
1342,2,4,1,0,1,2017
1342,2,5,1,0,1,2017
1342,2,6,1,0,1,2017
1342,2,7,1,0,1,2017
1342,2,8,1,0,1,2017
1342,2,9,1,0,1,2017
1342,2,10,1,0,1,2017
1343,3,1,1,0,1,2017
1343,3,2,1,0,1,2017
1343,3,3,1,0,1,2017
1343,3,4,1,0,1,2017
1343,3,5,1,0,1,2017
1343,3,6,1,0,1,2017
1343,3,7,1,0,1,2017
1343,3,8,1,0,1,2017
1343,3,9,1,0,1,2017
1343,3,10,1,0,1,2017
1344,4,1,1,0,1,2017
1344,4,2,1,0,1,2017
1344,4,3,1,0,1,2017
1344,4,4,1,0,1,2017
1344,4,5,1,0,1,2017
1344,4,6,1,0,1,2017
1344,4,7,1,0,1,2017
1344,4,8,1,0,1,2017
1344,4,9,1,0,1,2017
1344,4,10,1,0,1,2017
1345,5,1,1,0,1,2017
1345,5,2,1,0,1,2017
1345,5,3,1,0,1,2017
1345,5,4,1,0,1,2017
1345,5,5,1,0,1,2017
1345,5,6,1,0,1,2017
1345,5,7,1,0,1,2017
1345,5,8,1,0,1,2017
1345,5,9,1,0,1,2017
1345,5,10,1,0,1,2017
1346,6,1,1,0,1,2017
1346,6,2,1,0,1,2017
1346,6,3,1,0,1,2017
1346,6,4,1,0,1,2017
1346,6,5,1,0,1,2017
