date,day_of_week,brand,cnt,workday,tiaoxiu,month,year
34,7,6,5,1,0,2,2013
34,7,9,27,1,0,2,2013
35,1,1,898,1,0,2,2013
35,1,2,663,1,0,2,2013
35,1,3,392,1,0,2,2013
35,1,4,802,1,0,2,2013
35,1,6,209,1,0,2,2013
35,1,7,386,1,0,2,2013
35,1,8,25,1,0,2,2013
35,1,9,835,1,0,2,2013
35,1,10,1071,1,0,2,2013
36,2,1,499,1,0,2,2013
36,2,2,630,1,0,2,2013
36,2,3,196,1,0,2,2013
36,2,4,871,1,0,2,2013
36,2,6,214,1,0,2,2013
36,2,7,322,1,0,2,2013
36,2,8,127,1,0,2,2013
36,2,9,813,1,0,2,2013
36,2,10,978,1,0,2,2013
37,3,1,902,1,0,2,2013
37,3,2,588,1,0,2,2013
37,3,3,305,1,0,2,2013
37,3,4,976,1,0,2,2013
37,3,6,283,1,0,2,2013
37,3,7,270,1,0,2,2013
37,3,8,30,1,0,2,2013
37,3,9,759,1,0,2,2013
37,3,10,1129,1,0,2,2013
38,4,1,503,1,0,2,2013
38,4,2,365,1,0,2,2013
38,4,3,216,1,0,2,2013
38,4,4,479,1,0,2,2013
38,4,6,183,1,0,2,2013
38,4,7,118,1,0,2,2013
38,4,8,23,1,0,2,2013
38,4,9,720,1,0,2,2013
38,4,10,717,1,0,2,2013
39,5,1,100,1,0,2,2013
39,5,2,159,1,0,2,2013
39,5,3,26,1,0,2,2013
39,5,4,174,1,0,2,2013
39,5,6,57,1,0,2,2013
39,5,7,77,1,0,2,2013
39,5,9,135,1,0,2,2013
39,5,10,185,1,0,2,2013
40,4,9,11,0,0,2,2013
40,4,10,19,0,0,2,2013
41,5,7,26,0,0,2,2013
42,6,1,842,1,1,2,2013
42,6,2,332,1,1,2,2013
42,6,3,229,1,1,2,2013
42,6,4,762,1,1,2,2013
42,6,6,160,1,1,2,2013
42,6,7,32,1,1,2,2013
42,6,9,614,1,1,2,2013
42,6,10,746,1,1,2,2013
43,7,1,946,1,1,2,2013
43,7,2,316,1,1,2,2013
43,7,3,57,1,1,2,2013
43,7,4,812,1,1,2,2013
43,7,6,165,1,1,2,2013
43,7,9,598,1,1,2,2013
43,7,10,602,1,1,2,2013
44,1,1,599,1,0,2,2013
44,1,2,186,1,0,2,2013
44,1,3,105,1,0,2,2013
44,1,4,488,1,0,2,2013
44,1,6,147,1,0,2,2013
44,1,7,26,1,0,2,2013
44,1,8,25,1,0,2,2013
44,1,9,479,1,0,2,2013
44,1,10,432,1,0,2,2013
45,2,1,624,1,0,2,2013
45,2,2,199,1,0,2,2013
45,2,3,131,1,0,2,2013
45,2,4,348,1,0,2,2013
45,2,6,131,1,0,2,2013
45,2,7,193,1,0,2,2013
45,2,8,32,1,0,2,2013
45,2,9,644,1,0,2,2013
45,2,10,309,1,0,2,2013
46,3,1,553,1,0,2,2013
46,3,2,371,1,0,2,2013
46,3,3,122,1,0,2,2013
46,3,4,468,1,0,2,2013
46,3,6,144,1,0,2,2013
46,3,7,150,1,0,2,2013
46,3,8,30,1,0,2,2013
46,3,9,530,1,0,2,2013
46,3,10,408,1,0,2,2013
47,4,1,480,1,0,2,2013
47,4,2,170,1,0,2,2013
47,4,3,120,1,0,2,2013
47,4,4,351,1,0,2,2013
47,4,6,118,1,0,2,2013
47,4,7,118,1,0,2,2013
47,4,8,46,1,0,2,2013
47,4,9,360,1,0,2,2013
47,4,10,434,1,0,2,2013
48,5,1,374,1,0,2,2013
48,5,2,186,1,0,2,2013
48,5,3,131,1,0,2,2013
48,5,4,418,1,0,2,2013
48,5,6,105,1,0,2,2013
48,5,7,77,1,0,2,2013
48,5,9,466,1,0,2,2013
48,5,10,268,1,0,2,2013
49,6,6,6,1,0,2,2013
49,6,7,32,1,0,2,2013
49,6,9,15,1,0,2,2013
49,6,10,26,1,0,2,2013
50,7,9,13,1,0,2,2013
51,1,1,424,1,0,2,2013
51,1,2,292,1,0,2,2013
51,1,3,105,1,0,2,2013
51,1,4,592,1,0,2,2013
51,1,6,124,1,0,2,2013
51,1,7,129,1,0,2,2013
51,1,9,368,1,0,2,2013
51,1,10,227,1,0,2,2013
52,2,1,312,1,0,2,2013
52,2,2,199,1,0,2,2013
52,2,3,229,1,0,2,2013
52,2,4,436,1,0,2,2013
52,2,6,143,1,0,2,2013
52,2,7,97,1,0,2,2013
52,2,9,491,1,0,2,2013
52,2,10,232,1,0,2,2013
53,3,1,204,1,0,2,2013
53,3,2,186,1,0,2,2013
53,3,3,152,1,0,2,2013
53,3,4,590,1,0,2,2013
53,3,6,133,1,0,2,2013
53,3,7,120,1,0,2,2013
53,3,9,272,1,0,2,2013
53,3,10,312,1,0,2,2013
54,4,1,274,1,0,2,2013
54,4,2,24,1,0,2,2013
54,4,3,144,1,0,2,2013
54,4,4,208,1,0,2,2013
54,4,6,87,1,0,2,2013
54,4,7,165,1,0,2,2013
54,4,9,236,1,0,2,2013
54,4,10,321,1,0,2,2013
55,5,1,399,1,0,3,2013
55,5,2,80,1,0,3,2013
55,5,3,209,1,0,3,2013
55,5,4,314,1,0,3,2013
55,5,6,128,1,0,3,2013
55,5,7,51,1,0,3,2013
55,5,8,25,1,0,3,2013
55,5,9,381,1,0,3,2013
55,5,10,453,1,0,3,2013
56,6,1,31,1,0,3,2013
56,6,9,61,1,0,3,2013
57,1,1,474,1,0,3,2013
57,1,2,239,1,0,3,2013
57,1,3,209,1,0,3,2013
57,1,4,401,1,0,3,2013
57,1,6,114,1,0,3,2013
57,1,7,103,1,0,3,2013
57,1,9,466,1,0,3,2013
57,1,10,227,1,0,3,2013
58,2,1,281,1,0,3,2013
58,2,2,464,1,0,3,2013
58,2,3,229,1,0,3,2013
58,2,4,544,1,0,3,2013
58,2,6,160,1,0,3,2013
58,2,7,161,1,0,3,2013
58,2,9,384,1,0,3,2013
58,2,10,463,1,0,3,2013
59,3,1,437,1,0,3,2013
59,3,2,124,1,0,3,2013
59,3,3,91,1,0,3,2013
59,3,4,468,1,0,3,2013
59,3,6,139,1,0,3,2013
59,3,7,120,1,0,3,2013
59,3,9,573,1,0,3,2013
59,3,10,336,1,0,3,2013
60,4,1,252,1,0,3,2013
60,4,2,97,1,0,3,2013
60,4,3,168,1,0,3,2013
60,4,4,335,1,0,3,2013
60,4,6,96,1,0,3,2013
60,4,7,142,1,0,3,2013
60,4,8,23,1,0,3,2013
60,4,9,338,1,0,3,2013
60,4,10,415,1,0,3,2013
61,5,1,150,1,0,3,2013
61,5,2,133,1,0,3,2013
61,5,3,131,1,0,3,2013
61,5,4,261,1,0,3,2013
61,5,6,95,1,0,3,2013
61,5,7,180,1,0,3,2013
61,5,8,25,1,0,3,2013
61,5,9,233,1,0,3,2013
61,5,10,412,1,0,3,2013
62,6,1,94,1,0,3,2013
62,6,4,44,1,0,3,2013
62,6,6,12,1,0,3,2013
62,6,9,61,1,0,3,2013
62,6,10,51,1,0,3,2013
63,7,4,19,1,0,3,2013
63,7,6,5,1,0,3,2013
63,7,7,28,1,0,3,2013
63,7,9,27,1,0,3,2013
63,7,10,22,1,0,3,2013
64,1,1,299,1,0,3,2013
64,1,2,398,1,0,3,2013
64,1,3,287,1,0,3,2013
64,1,4,732,1,0,3,2013
64,1,6,124,1,0,3,2013
64,1,7,154,1,0,3,2013
64,1,9,368,1,0,3,2013
64,1,10,371,1,0,3,2013
65,2,1,499,1,0,3,2013
65,2,2,199,1,0,3,2013
65,2,3,229,1,0,3,2013
65,2,4,436,1,0,3,2013
65,2,6,71,1,0,3,2013
65,2,7,225,1,0,3,2013
65,2,9,384,1,0,3,2013
65,2,10,489,1,0,3,2013
66,3,1,175,1,0,3,2013
66,3,2,31,1,0,3,2013
66,3,3,183,1,0,3,2013
66,3,4,407,1,0,3,2013
66,3,6,89,1,0,3,2013
66,3,7,150,1,0,3,2013
66,3,8,30,1,0,3,2013
66,3,9,387,1,0,3,2013
66,3,10,384,1,0,3,2013
67,4,1,297,1,0,3,2013
67,4,2,73,1,0,3,2013
67,4,3,168,1,0,3,2013
67,4,4,303,1,0,3,2013
67,4,6,131,1,0,3,2013
67,4,7,71,1,0,3,2013
67,4,8,23,1,0,3,2013
67,4,9,236,1,0,3,2013
67,4,10,283,1,0,3,2013
68,5,1,225,1,0,3,2013
68,5,2,159,1,0,3,2013
68,5,3,209,1,0,3,2013
68,5,4,261,1,0,3,2013
68,5,6,157,1,0,3,2013
68,5,7,206,1,0,3,2013
68,5,9,282,1,0,3,2013
68,5,10,329,1,0,3,2013
69,6,3,33,1,0,3,2013
69,6,6,6,1,0,3,2013
69,6,9,46,1,0,3,2013
69,6,10,26,1,0,3,2013
70,7,1,54,1,0,3,2013
70,7,6,5,1,0,3,2013
71,1,1,474,1,0,3,2013
71,1,2,27,1,0,3,2013
71,1,3,131,1,0,3,2013
71,1,4,470,1,0,3,2013
71,1,6,143,1,0,3,2013
71,1,7,180,1,0,3,2013
71,1,8,25,1,0,3,2013
71,1,9,466,1,0,3,2013
71,1,10,391,1,0,3,2013
72,2,1,437,1,0,3,2013
72,2,2,199,1,0,3,2013
72,2,3,229,1,0,3,2013
72,2,4,457,1,0,3,2013
72,2,6,143,1,0,3,2013
72,2,7,161,1,0,3,2013
72,2,8,32,1,0,3,2013
72,2,9,598,1,0,3,2013
72,2,10,335,1,0,3,2013
73,3,1,262,1,0,3,2013
73,3,2,186,1,0,3,2013
73,3,3,244,1,0,3,2013
73,3,4,346,1,0,3,2013
73,3,6,100,1,0,3,2013
73,3,7,240,1,0,3,2013
73,3,9,358,1,0,3,2013
73,3,10,240,1,0,3,2013
74,4,1,229,1,0,3,2013
74,4,2,243,1,0,3,2013
74,4,3,192,1,0,3,2013
74,4,4,367,1,0,3,2013
74,4,6,126,1,0,3,2013
74,4,7,142,1,0,3,2013
74,4,8,70,1,0,3,2013
74,4,9,259,1,0,3,2013
74,4,10,359,1,0,3,2013
75,5,1,374,1,0,3,2013
75,5,2,212,1,0,3,2013
75,5,3,157,1,0,3,2013
75,5,4,418,1,0,3,2013
75,5,6,95,1,0,3,2013
75,5,7,154,1,0,3,2013
75,5,9,209,1,0,3,2013
75,5,10,371,1,0,3,2013
76,6,1,31,1,0,3,2013
76,6,4,44,1,0,3,2013
76,6,7,64,1,0,3,2013
76,6,9,15,1,0,3,2013
76,6,10,51,1,0,3,2013
77,7,1,27,1,0,3,2013
78,1,1,274,1,0,3,2013
78,1,2,80,1,0,3,2013
78,1,3,209,1,0,3,2013
78,1,4,401,1,0,3,2013
78,1,6,119,1,0,3,2013
78,1,7,257,1,0,3,2013
78,1,9,246,1,0,3,2013
78,1,10,474,1,0,3,2013
79,2,1,312,1,0,3,2013
79,2,2,365,1,0,3,2013
79,2,3,229,1,0,3,2013
79,2,4,479,1,0,3,2013
79,2,6,184,1,0,3,2013
79,2,7,161,1,0,3,2013
79,2,8,32,1,0,3,2013
79,2,9,322,1,0,3,2013
79,2,10,283,1,0,3,2013
80,3,1,291,1,0,3,2013
80,3,2,155,1,0,3,2013
80,3,3,61,1,0,3,2013
80,3,4,305,1,0,3,2013
80,3,6,111,1,0,3,2013
80,3,7,240,1,0,3,2013
80,3,8,30,1,0,3,2013
80,3,9,272,1,0,3,2013
80,3,10,336,1,0,3,2013
81,4,1,252,1,0,3,2013
81,4,2,146,1,0,3,2013
81,4,3,168,1,0,3,2013
81,4,4,240,1,0,3,2013
81,4,6,96,1,0,3,2013
81,4,7,142,1,0,3,2013
81,4,9,225,1,0,3,2013
81,4,10,321,1,0,3,2013
82,5,1,299,1,0,3,2013
82,5,2,371,1,0,3,2013
82,5,3,340,1,0,3,2013
82,5,4,227,1,0,3,2013
82,5,6,147,1,0,3,2013
82,5,7,283,1,0,3,2013
82,5,8,101,1,0,3,2013
82,5,9,344,1,0,3,2013
82,5,10,453,1,0,3,2013
83,6,1,62,1,0,3,2013
83,6,4,22,1,0,3,2013
83,6,6,12,1,0,3,2013
83,6,9,92,1,0,3,2013
83,6,10,26,1,0,3,2013
84,7,1,27,1,0,3,2013
84,7,10,22,1,0,3,2013
85,1,1,299,1,0,4,2013
85,1,2,186,1,0,4,2013
85,1,3,78,1,0,4,2013
85,1,4,157,1,0,4,2013
85,1,6,86,1,0,4,2013
85,1,7,26,1,0,4,2013
85,1,8,25,1,0,4,2013
85,1,9,86,1,0,4,2013
85,1,10,144,1,0,4,2013
86,2,1,312,1,0,4,2013
86,2,2,431,1,0,4,2013
86,2,3,327,1,0,4,2013
86,2,4,501,1,0,4,2013
86,2,6,160,1,0,4,2013
86,2,7,129,1,0,4,2013
86,2,8,63,1,0,4,2013
86,2,9,660,1,0,4,2013
86,2,10,592,1,0,4,2013
87,3,1,582,1,0,4,2013
87,3,2,464,1,0,4,2013
87,3,3,335,1,0,4,2013
87,3,4,366,1,0,4,2013
87,3,6,166,1,0,4,2013
87,3,7,330,1,0,4,2013
87,3,8,59,1,0,4,2013
87,3,9,587,1,0,4,2013
87,3,10,577,1,0,4,2013
88,4,1,23,0,0,4,2013
88,4,3,24,0,0,4,2013
88,4,4,16,0,0,4,2013
88,4,7,47,0,0,4,2013
89,5,4,17,0,0,4,2013
89,5,7,26,0,0,4,2013
89,5,9,12,0,0,4,2013
89,5,10,21,0,0,4,2013
90,6,6,6,0,0,4,2013
91,7,1,324,1,1,4,2013
91,7,2,287,1,1,4,2013
91,7,3,198,1,1,4,2013
91,7,4,415,1,1,4,2013
91,7,6,103,1,1,4,2013
91,7,7,167,1,1,4,2013
91,7,9,359,1,1,4,2013
91,7,10,491,1,1,4,2013
92,1,1,349,1,0,4,2013
92,1,2,159,1,0,4,2013
92,1,3,26,1,0,4,2013
92,1,4,453,1,0,4,2013
92,1,6,71,1,0,4,2013
92,1,7,180,1,0,4,2013
92,1,8,101,1,0,4,2013
92,1,9,552,1,0,4,2013
92,1,10,309,1,0,4,2013
93,2,1,374,1,0,4,2013
93,2,2,265,1,0,4,2013
93,2,3,196,1,0,4,2013
93,2,4,327,1,0,4,2013
93,2,6,166,1,0,4,2013
93,2,7,290,1,0,4,2013
93,2,9,399,1,0,4,2013
93,2,10,798,1,0,4,2013
94,3,1,233,1,0,4,2013
94,3,2,217,1,0,4,2013
94,3,3,91,1,0,4,2013
94,3,4,264,1,0,4,2013
94,3,6,172,1,0,4,2013
94,3,7,150,1,0,4,2013
94,3,9,401,1,0,4,2013
94,3,10,529,1,0,4,2013
95,4,1,252,1,0,4,2013
95,4,2,195,1,0,4,2013
95,4,3,144,1,0,4,2013
95,4,4,112,1,0,4,2013
95,4,6,96,1,0,4,2013
95,4,7,71,1,0,4,2013
95,4,8,46,1,0,4,2013
95,4,9,248,1,0,4,2013
95,4,10,321,1,0,4,2013
96,5,1,274,1,0,4,2013
96,5,2,159,1,0,4,2013
96,5,3,131,1,0,4,2013
96,5,4,279,1,0,4,2013
96,5,6,185,1,0,4,2013
96,5,7,154,1,0,4,2013
96,5,8,25,1,0,4,2013
96,5,9,368,1,0,4,2013
96,5,10,432,1,0,4,2013
97,6,6,12,1,0,4,2013
97,6,9,46,1,0,4,2013
97,6,10,26,1,0,4,2013
98,1,1,449,1,0,4,2013
98,1,2,159,1,0,4,2013
98,1,3,209,1,0,4,2013
98,1,4,488,1,0,4,2013
98,1,6,195,1,0,4,2013
98,1,7,129,1,0,4,2013
98,1,9,417,1,0,4,2013
98,1,10,577,1,0,4,2013
99,2,1,343,1,0,4,2013
99,2,2,199,1,0,4,2013
99,2,3,327,1,0,4,2013
99,2,4,523,1,0,4,2013
99,2,6,178,1,0,4,2013
99,2,7,129,1,0,4,2013
99,2,8,32,1,0,4,2013
99,2,9,292,1,0,4,2013
99,2,10,463,1,0,4,2013
100,3,1,175,1,0,4,2013
100,3,2,248,1,0,4,2013
100,3,3,122,1,0,4,2013
100,3,4,346,1,0,4,2013
100,3,6,139,1,0,4,2013
100,3,7,240,1,0,4,2013
100,3,8,89,1,0,4,2013
100,3,9,329,1,0,4,2013
100,3,10,577,1,0,4,2013
101,4,1,252,1,0,4,2013
101,4,2,122,1,0,4,2013
101,4,3,144,1,0,4,2013
101,4,4,367,1,0,4,2013
101,4,6,113,1,0,4,2013
101,4,7,189,1,0,4,2013
101,4,9,270,1,0,4,2013
101,4,10,340,1,0,4,2013
102,5,1,175,1,0,4,2013
102,5,2,80,1,0,4,2013
102,5,3,131,1,0,4,2013
102,5,4,314,1,0,4,2013
102,5,6,95,1,0,4,2013
102,5,7,77,1,0,4,2013
102,5,9,344,1,0,4,2013
102,5,10,432,1,0,4,2013
103,6,2,33,1,0,4,2013
103,6,3,33,1,0,4,2013
103,6,4,22,1,0,4,2013
103,6,7,32,1,0,4,2013
103,6,9,15,1,0,4,2013
104,7,1,27,1,0,4,2013
104,7,6,15,1,0,4,2013
104,7,7,84,1,0,4,2013
104,7,9,27,1,0,4,2013
104,7,10,22,1,0,4,2013
105,1,1,399,1,0,4,2013
105,1,2,212,1,0,4,2013
105,1,3,157,1,0,4,2013
105,1,4,540,1,0,4,2013
105,1,6,143,1,0,4,2013
105,1,7,335,1,0,4,2013
105,1,9,430,1,0,4,2013
105,1,10,597,1,0,4,2013
106,2,1,281,1,0,4,2013
106,2,2,166,1,0,4,2013
106,2,3,65,1,0,4,2013
106,2,4,261,1,0,4,2013
106,2,6,148,1,0,4,2013
106,2,7,354,1,0,4,2013
106,2,8,63,1,0,4,2013
106,2,9,322,1,0,4,2013
106,2,10,360,1,0,4,2013
107,3,1,407,1,0,4,2013
107,3,2,186,1,0,4,2013
107,3,3,91,1,0,4,2013
107,3,4,244,1,0,4,2013
107,3,6,89,1,0,4,2013
107,3,7,180,1,0,4,2013
107,3,9,258,1,0,4,2013
107,3,10,360,1,0,4,2013
108,4,1,137,1,0,4,2013
108,4,2,170,1,0,4,2013
108,4,3,216,1,0,4,2013
108,4,4,319,1,0,4,2013
108,4,6,100,1,0,4,2013
108,4,7,165,1,0,4,2013
108,4,9,315,1,0,4,2013
108,4,10,283,1,0,4,2013
109,5,1,249,1,0,4,2013
109,5,2,159,1,0,4,2013
109,5,3,105,1,0,4,2013
109,5,4,314,1,0,4,2013
109,5,6,133,1,0,4,2013
109,5,7,154,1,0,4,2013
109,5,8,25,1,0,4,2013
109,5,9,577,1,0,4,2013
109,5,10,556,1,0,4,2013
110,6,1,343,1,1,4,2013
110,6,2,199,1,1,4,2013
110,6,3,163,1,1,4,2013
110,6,4,131,1,1,4,2013
110,6,6,119,1,1,4,2013
110,6,7,225,1,1,4,2013
110,6,9,537,1,1,4,2013
110,6,10,360,1,1,4,2013
111,7,1,243,1,1,4,2013
111,7,2,172,1,1,4,2013
111,7,3,113,1,1,4,2013
111,7,4,245,1,1,4,2013
111,7,6,113,1,1,4,2013
111,7,7,167,1,1,4,2013
111,7,9,306,1,1,4,2013
111,7,10,781,1,1,4,2013
112,1,2,27,0,0,4,2013
112,1,4,35,0,0,4,2013
112,1,7,26,0,0,4,2013
112,1,9,12,0,0,4,2013
113,2,6,6,0,0,4,2013
114,3,6,11,0,0,5,2013
115,4,1,617,1,0,5,2013
115,4,2,292,1,0,5,2013
115,4,3,144,1,0,5,2013
115,4,4,607,1,0,5,2013
115,4,6,213,1,0,5,2013
115,4,7,71,1,0,5,2013
115,4,8,70,1,0,5,2013
