date,day_of_week,brand,workday,tiaoxiu,month,year
1115,5,2,1,0,5,2016
1115,5,3,1,0,5,2016
1115,5,4,1,0,5,2016
1115,5,5,1,0,5,2016
1115,5,6,1,0,5,2016
1115,5,7,1,0,5,2016
1115,5,8,1,0,5,2016
1115,5,9,1,0,5,2016
1115,5,10,1,0,5,2016
1116,6,1,1,0,5,2016
1116,6,2,1,0,5,2016
1116,6,3,1,0,5,2016
1116,6,4,1,0,5,2016
1116,6,5,1,0,5,2016
1116,6,6,1,0,5,2016
1116,6,7,1,0,5,2016
1116,6,8,1,0,5,2016
1116,6,9,1,0,5,2016
1116,6,10,1,0,5,2016
1117,1,1,1,0,5,2016
1117,1,2,1,0,5,2016
1117,1,3,1,0,5,2016
1117,1,4,1,0,5,2016
1117,1,5,1,0,5,2016
1117,1,6,1,0,5,2016
1117,1,7,1,0,5,2016
1117,1,8,1,0,5,2016
1117,1,9,1,0,5,2016
1117,1,10,1,0,5,2016
1118,2,1,1,0,5,2016
1118,2,2,1,0,5,2016
1118,2,3,1,0,5,2016
1118,2,4,1,0,5,2016
1118,2,5,1,0,5,2016
1118,2,6,1,0,5,2016
1118,2,7,1,0,5,2016
1118,2,8,1,0,5,2016
1118,2,9,1,0,5,2016
1118,2,10,1,0,5,2016
1119,3,1,1,0,5,2016
1119,3,2,1,0,5,2016
1119,3,3,1,0,5,2016
1119,3,4,1,0,5,2016
1119,3,5,1,0,5,2016
1119,3,6,1,0,5,2016
1119,3,7,1,0,5,2016
1119,3,8,1,0,5,2016
1119,3,9,1,0,5,2016
1119,3,10,1,0,5,2016
1120,4,1,1,0,5,2016
1120,4,2,1,0,5,2016
1120,4,3,1,0,5,2016
1120,4,4,1,0,5,2016
1120,4,5,1,0,5,2016
1120,4,6,1,0,5,2016
1120,4,7,1,0,5,2016
1120,4,8,1,0,5,2016
1120,4,9,1,0,5,2016
1120,4,10,1,0,5,2016
1121,5,1,1,0,5,2016
1121,5,2,1,0,5,2016
1121,5,3,1,0,5,2016
1121,5,4,1,0,5,2016
1121,5,5,1,0,5,2016
1121,5,6,1,0,5,2016
1121,5,7,1,0,5,2016
1121,5,8,1,0,5,2016
1121,5,9,1,0,5,2016
1121,5,10,1,0,5,2016
1122,6,1,1,0,5,2016
1122,6,2,1,0,5,2016
1122,6,3,1,0,5,2016
1122,6,4,1,0,5,2016
1122,6,5,1,0,5,2016
1122,6,6,1,0,5,2016
1122,6,7,1,0,5,2016
1122,6,8,1,0,5,2016
1122,6,9,1,0,5,2016
1122,6,10,1,0,5,2016
1123,1,1,1,0,5,2016
1123,1,2,1,0,5,2016
1123,1,3,1,0,5,2016
1123,1,4,1,0,5,2016
1123,1,5,1,0,5,2016
1123,1,6,1,0,5,2016
1123,1,7,1,0,5,2016
1123,1,8,1,0,5,2016
1123,1,9,1,0,5,2016
1123,1,10,1,0,5,2016
1124,2,1,1,0,5,2016
1124,2,2,1,0,5,2016
1124,2,3,1,0,5,2016
1124,2,4,1,0,5,2016
1124,2,5,1,0,5,2016
1124,2,6,1,0,5,2016
1124,2,7,1,0,5,2016
1124,2,8,1,0,5,2016
1124,2,9,1,0,5,2016
1124,2,10,1,0,5,2016
1125,3,1,1,0,5,2016
1125,3,2,1,0,5,2016
1125,3,3,1,0,5,2016
1125,3,4,1,0,5,2016
1125,3,5,1,0,5,2016
1125,3,6,1,0,5,2016
1125,3,7,1,0,5,2016
1125,3,8,1,0,5,2016
1125,3,9,1,0,5,2016
1125,3,10,1,0,5,2016
1126,4,1,1,0,5,2016
1126,4,2,1,0,5,2016
1126,4,3,1,0,5,2016
1126,4,4,1,0,5,2016
1126,4,5,1,0,5,2016
1126,4,6,1,0,5,2016
1126,4,7,1,0,5,2016
1126,4,8,1,0,5,2016
1126,4,9,1,0,5,2016
1126,4,10,1,0,5,2016
1127,5,1,1,0,5,2016
1127,5,2,1,0,5,2016
1127,5,3,1,0,5,2016
1127,5,4,1,0,5,2016
1127,5,5,1,0,5,2016
1127,5,6,1,0,5,2016
1127,5,7,1,0,5,2016
1127,5,8,1,0,5,2016
1127,5,9,1,0,5,2016
1127,5,10,1,0,5,2016
1128,6,1,1,0,5,2016
1128,6,2,1,0,5,2016
1128,6,3,1,0,5,2016
1128,6,4,1,0,5,2016
1128,6,5,1,0,5,2016
1128,6,6,1,0,5,2016
1128,6,7,1,0,5,2016
1128,6,8,1,0,5,2016
1128,6,9,1,0,5,2016
1129,1,1,1,0,5,2016
1129,1,2,1,0,5,2016
1129,1,3,1,0,5,2016
1129,1,4,1,0,5,2016
1129,1,5,1,0,5,2016
1129,1,6,1,0,5,2016
1129,1,7,1,0,5,2016
1129,1,8,1,0,5,2016
1129,1,9,1,0,5,2016
1129,1,10,1,0,5,2016
1130,2,1,1,0,5,2016
1130,2,2,1,0,5,2016
1130,2,3,1,0,5,2016
1130,2,4,1,0,5,2016
1130,2,5,1,0,5,2016
1130,2,6,1,0,5,2016
1130,2,7,1,0,5,2016
1130,2,8,1,0,5,2016
1130,2,9,1,0,5,2016
1130,2,10,1,0,5,2016
1131,3,1,1,0,6,2016
1131,3,2,1,0,6,2016
1131,3,3,1,0,6,2016
1131,3,4,1,0,6,2016
1131,3,5,1,0,6,2016
1131,3,6,1,0,6,2016
1131,3,7,1,0,6,2016
1131,3,8,1,0,6,2016
1131,3,9,1,0,6,2016
1131,3,10,1,0,6,2016
1132,4,1,1,0,6,2016
1132,4,2,1,0,6,2016
1132,4,3,1,0,6,2016
1132,4,4,1,0,6,2016
1132,4,5,1,0,6,2016
1132,4,6,1,0,6,2016
1132,4,7,1,0,6,2016
1132,4,8,1,0,6,2016
1132,4,9,1,0,6,2016
1132,4,10,1,0,6,2016
1133,5,1,1,0,6,2016
1133,5,2,1,0,6,2016
1133,5,3,1,0,6,2016
1133,5,4,1,0,6,2016
1133,5,5,1,0,6,2016
1133,5,6,1,0,6,2016
1133,5,7,1,0,6,2016
1133,5,8,1,0,6,2016
1133,5,9,1,0,6,2016
1133,5,10,1,0,6,2016
1134,6,1,1,0,6,2016
1134,6,2,1,0,6,2016
1134,6,3,1,0,6,2016
1134,6,4,1,0,6,2016
1134,6,5,1,0,6,2016
1134,6,6,1,0,6,2016
1134,6,7,1,0,6,2016
1134,6,8,1,0,6,2016
1134,6,9,1,0,6,2016
1134,6,10,1,0,6,2016
1135,1,1,1,0,6,2016
1135,1,2,1,0,6,2016
1135,1,3,1,0,6,2016
1135,1,4,1,0,6,2016
1135,1,5,1,0,6,2016
1135,1,6,1,0,6,2016
1135,1,7,1,0,6,2016
1135,1,8,1,0,6,2016
1135,1,9,1,0,6,2016
1135,1,10,1,0,6,2016
1136,2,1,1,0,6,2016
1136,2,2,1,0,6,2016
1136,2,3,1,0,6,2016
1136,2,4,1,0,6,2016
1136,2,5,1,0,6,2016
1136,2,6,1,0,6,2016
1136,2,7,1,0,6,2016
1136,2,8,1,0,6,2016
1136,2,9,1,0,6,2016
1136,2,10,1,0,6,2016
1137,3,1,1,0,6,2016
1137,3,2,1,0,6,2016
1137,3,3,1,0,6,2016
1137,3,4,1,0,6,2016
1137,3,5,1,0,6,2016
1137,3,6,1,0,6,2016
1137,3,7,1,0,6,2016
1137,3,8,1,0,6,2016
1137,3,9,1,0,6,2016
1137,3,10,1,0,6,2016
1138,4,3,0,0,6,2016
1138,4,4,0,0,6,2016
1138,4,9,0,0,6,2016
1139,5,9,0,0,6,2016
1140,7,1,1,1,6,2016
1140,7,2,1,1,6,2016
1140,7,3,1,1,6,2016
1140,7,4,1,1,6,2016
1140,7,5,1,1,6,2016
1140,7,6,1,1,6,2016
1140,7,7,1,1,6,2016
1140,7,8,1,1,6,2016
1140,7,9,1,1,6,2016
1140,7,10,1,1,6,2016
1141,1,1,1,0,6,2016
1141,1,2,1,0,6,2016
1141,1,3,1,0,6,2016
1141,1,4,1,0,6,2016
1141,1,5,1,0,6,2016
1141,1,6,1,0,6,2016
1141,1,7,1,0,6,2016
1141,1,8,1,0,6,2016
1141,1,9,1,0,6,2016
1141,1,10,1,0,6,2016
1142,2,1,1,0,6,2016
1142,2,2,1,0,6,2016
1142,2,3,1,0,6,2016
1142,2,4,1,0,6,2016
1142,2,5,1,0,6,2016
1142,2,6,1,0,6,2016
1142,2,7,1,0,6,2016
1142,2,8,1,0,6,2016
1142,2,9,1,0,6,2016
1142,2,10,1,0,6,2016
1143,3,1,1,0,6,2016
1143,3,2,1,0,6,2016
1143,3,3,1,0,6,2016
1143,3,4,1,0,6,2016
1143,3,5,1,0,6,2016
1143,3,6,1,0,6,2016
1143,3,7,1,0,6,2016
1143,3,8,1,0,6,2016
1143,3,9,1,0,6,2016
1143,3,10,1,0,6,2016
1144,4,1,1,0,6,2016
1144,4,2,1,0,6,2016
1144,4,3,1,0,6,2016
1144,4,4,1,0,6,2016
1144,4,5,1,0,6,2016
1144,4,6,1,0,6,2016
1144,4,7,1,0,6,2016
1144,4,8,1,0,6,2016
1144,4,9,1,0,6,2016
1144,4,10,1,0,6,2016
1145,5,1,1,0,6,2016
1145,5,2,1,0,6,2016
1145,5,3,1,0,6,2016
1145,5,4,1,0,6,2016
1145,5,5,1,0,6,2016
1145,5,6,1,0,6,2016
1145,5,7,1,0,6,2016
1145,5,8,1,0,6,2016
1145,5,9,1,0,6,2016
1145,5,10,1,0,6,2016
1146,6,1,1,0,6,2016
1146,6,2,1,0,6,2016
1146,6,3,1,0,6,2016
1146,6,4,1,0,6,2016
1146,6,5,1,0,6,2016
1146,6,6,1,0,6,2016
1146,6,7,1,0,6,2016
1146,6,8,1,0,6,2016
1146,6,9,1,0,6,2016
1147,7,9,1,0,6,2016
1148,1,1,1,0,6,2016
1148,1,2,1,0,6,2016
1148,1,3,1,0,6,2016
1148,1,4,1,0,6,2016
1148,1,5,1,0,6,2016
1148,1,6,1,0,6,2016
1148,1,7,1,0,6,2016
1148,1,8,1,0,6,2016
1148,1,9,1,0,6,2016
1148,1,10,1,0,6,2016
1149,2,1,1,0,6,2016
1149,2,2,1,0,6,2016
1149,2,3,1,0,6,2016
1149,2,4,1,0,6,2016
1149,2,5,1,0,6,2016
1149,2,6,1,0,6,2016
1149,2,7,1,0,6,2016
1149,2,8,1,0,6,2016
1149,2,9,1,0,6,2016
1149,2,10,1,0,6,2016
1150,3,1,1,0,6,2016
1150,3,2,1,0,6,2016
1150,3,3,1,0,6,2016
1150,3,4,1,0,6,2016
1150,3,5,1,0,6,2016
1150,3,6,1,0,6,2016
1150,3,7,1,0,6,2016
1150,3,8,1,0,6,2016
1150,3,9,1,0,6,2016
1150,3,10,1,0,6,2016
1151,4,1,1,0,6,2016
1151,4,2,1,0,6,2016
1151,4,3,1,0,6,2016
1151,4,4,1,0,6,2016
1151,4,5,1,0,6,2016
1151,4,6,1,0,6,2016
1151,4,7,1,0,6,2016
1151,4,8,1,0,6,2016
1151,4,9,1,0,6,2016
1151,4,10,1,0,6,2016
1152,5,1,1,0,6,2016
1152,5,2,1,0,6,2016
1152,5,3,1,0,6,2016
1152,5,4,1,0,6,2016
1152,5,5,1,0,6,2016
1152,5,6,1,0,6,2016
1152,5,7,1,0,6,2016
1152,5,8,1,0,6,2016
1152,5,9,1,0,6,2016
1152,5,10,1,0,6,2016
1153,6,1,1,0,6,2016
1153,6,2,1,0,6,2016
1153,6,3,1,0,6,2016
1153,6,4,1,0,6,2016
1153,6,5,1,0,6,2016
1153,6,6,1,0,6,2016
1153,6,7,1,0,6,2016
1153,6,8,1,0,6,2016
1153,6,9,1,0,6,2016
1153,6,10,1,0,6,2016
1154,7,3,1,0,6,2016
1154,7,7,1,0,6,2016
1154,7,9,1,0,6,2016
1155,1,1,1,0,6,2016
1155,1,2,1,0,6,2016
1155,1,3,1,0,6,2016
1155,1,4,1,0,6,2016
1155,1,5,1,0,6,2016
1155,1,6,1,0,6,2016
1155,1,7,1,0,6,2016
1155,1,8,1,0,6,2016
1155,1,9,1,0,6,2016
1155,1,10,1,0,6,2016
1156,2,1,1,0,6,2016
1156,2,2,1,0,6,2016
1156,2,3,1,0,6,2016
1156,2,4,1,0,6,2016
1156,2,5,1,0,6,2016
1156,2,6,1,0,6,2016
1156,2,7,1,0,6,2016
1156,2,8,1,0,6,2016
1156,2,9,1,0,6,2016
1156,2,10,1,0,6,2016
1157,3,1,1,0,6,2016
1157,3,2,1,0,6,2016
1157,3,3,1,0,6,2016
1157,3,4,1,0,6,2016
1157,3,5,1,0,6,2016
1157,3,6,1,0,6,2016
1157,3,7,1,0,6,2016
1157,3,8,1,0,6,2016
1157,3,9,1,0,6,2016
1157,3,10,1,0,6,2016
1158,4,1,1,0,6,2016
1158,4,2,1,0,6,2016
1158,4,3,1,0,6,2016
1158,4,4,1,0,6,2016
1158,4,5,1,0,6,2016
1158,4,6,1,0,6,2016
1158,4,7,1,0,6,2016
1158,4,8,1,0,6,2016
1158,4,9,1,0,6,2016
1158,4,10,1,0,6,2016
1159,5,1,1,0,7,2016
1159,5,2,1,0,7,2016
1159,5,3,1,0,7,2016
1159,5,4,1,0,7,2016
1159,5,5,1,0,7,2016
1159,5,6,1,0,7,2016
1159,5,7,1,0,7,2016
1159,5,8,1,0,7,2016
1159,5,9,1,0,7,2016
1159,5,10,1,0,7,2016
1160,6,1,1,0,7,2016
1160,6,2,1,0,7,2016
1160,6,3,1,0,7,2016
1160,6,4,1,0,7,2016
1160,6,5,1,0,7,2016
1160,6,6,1,0,7,2016
1160,6,7,1,0,7,2016
1160,6,8,1,0,7,2016
1160,6,9,1,0,7,2016
1160,6,10,1,0,7,2016
1161,7,9,1,0,7,2016
1162,1,1,1,0,7,2016
1162,1,2,1,0,7,2016
1162,1,3,1,0,7,2016
1162,1,4,1,0,7,2016
1162,1,5,1,0,7,2016
1162,1,6,1,0,7,2016
1162,1,7,1,0,7,2016
1162,1,8,1,0,7,2016
1162,1,9,1,0,7,2016
1162,1,10,1,0,7,2016
1163,2,1,1,0,7,2016
1163,2,2,1,0,7,2016
1163,2,3,1,0,7,2016
1163,2,4,1,0,7,2016
1163,2,5,1,0,7,2016
1163,2,6,1,0,7,2016
1163,2,7,1,0,7,2016
1163,2,8,1,0,7,2016
1163,2,9,1,0,7,2016
1163,2,10,1,0,7,2016
1164,3,1,1,0,7,2016
1164,3,2,1,0,7,2016
1164,3,3,1,0,7,2016
1164,3,4,1,0,7,2016
1164,3,5,1,0,7,2016
1164,3,6,1,0,7,2016
1164,3,7,1,0,7,2016
1164,3,8,1,0,7,2016
1164,3,9,1,0,7,2016
1164,3,10,1,0,7,2016
1165,4,1,1,0,7,2016
1165,4,2,1,0,7,2016
1165,4,3,1,0,7,2016
1165,4,4,1,0,7,2016
1165,4,5,1,0,7,2016
1165,4,6,1,0,7,2016
1165,4,7,1,0,7,2016
1165,4,8,1,0,7,2016
1165,4,9,1,0,7,2016
1165,4,10,1,0,7,2016
1166,5,1,1,0,7,2016
1166,5,2,1,0,7,2016
1166,5,3,1,0,7,2016
1166,5,4,1,0,7,2016
1166,5,5,1,0,7,2016
1166,5,6,1,0,7,2016
1166,5,7,1,0,7,2016
1166,5,8,1,0,7,2016
1166,5,9,1,0,7,2016
1166,5,10,1,0,7,2016
1167,6,1,1,0,7,2016
1167,6,3,1,0,7,2016
1167,6,4,1,0,7,2016
1167,6,5,1,0,7,2016
1167,6,6,1,0,7,2016
1167,6,7,1,0,7,2016
1167,6,8,1,0,7,2016
1167,6,9,1,0,7,2016
1167,6,10,1,0,7,2016
1168,1,1,1,0,7,2016
1168,1,2,1,0,7,2016
1168,1,3,1,0,7,2016
1168,1,4,1,0,7,2016
1168,1,5,1,0,7,2016
1168,1,6,1,0,7,2016
1168,1,7,1,0,7,2016
1168,1,8,1,0,7,2016
1168,1,9,1,0,7,2016
1168,1,10,1,0,7,2016
1169,2,1,1,0,7,2016
1169,2,2,1,0,7,2016
1169,2,3,1,0,7,2016
1169,2,4,1,0,7,2016
1169,2,5,1,0,7,2016
1169,2,6,1,0,7,2016
1169,2,7,1,0,7,2016
1169,2,8,1,0,7,2016
1169,2,9,1,0,7,2016
1169,2,10,1,0,7,2016
1170,3,1,1,0,7,2016
1170,3,2,1,0,7,2016
1170,3,3,1,0,7,2016
1170,3,4,1,0,7,2016
1170,3,5,1,0,7,2016
1170,3,6,1,0,7,2016
1170,3,7,1,0,7,2016
1170,3,8,1,0,7,2016
1170,3,9,1,0,7,2016
1170,3,10,1,0,7,2016
1171,4,1,1,0,7,2016
1171,4,2,1,0,7,2016
1171,4,3,1,0,7,2016
1171,4,4,1,0,7,2016
1171,4,5,1,0,7,2016
1171,4,6,1,0,7,2016
1171,4,7,1,0,7,2016
1171,4,8,1,0,7,2016
1171,4,9,1,0,7,2016
1171,4,10,1,0,7,2016
1172,5,1,1,0,7,2016
1172,5,2,1,0,7,2016
1172,5,3,1,0,7,2016
1172,5,4,1,0,7,2016
1172,5,5,1,0,7,2016
1172,5,6,1,0,7,2016
1172,5,7,1,0,7,2016
1172,5,8,1,0,7,2016
1172,5,9,1,0,7,2016
1172,5,10,1,0,7,2016
1173,6,1,1,0,7,2016
1173,6,2,1,0,7,2016
1173,6,3,1,0,7,2016
1173,6,4,1,0,7,2016
1173,6,5,1,0,7,2016
1173,6,6,1,0,7,2016
1173,6,7,1,0,7,2016
1173,6,8,1,0,7,2016
1173,6,9,1,0,7,2016
1174,1,1,1,0,7,2016
1174,1,2,1,0,7,2016
1174,1,3,1,0,7,2016
1174,1,4,1,0,7,2016
1174,1,5,1,0,7,2016
1174,1,6,1,0,7,2016
1174,1,7,1,0,7,2016
1174,1,8,1,0,7,2016
1174,1,9,1,0,7,2016
1174,1,10,1,0,7,2016
1175,2,1,1,0,7,2016
1175,2,2,1,0,7,2016
1175,2,3,1,0,7,2016
1175,2,4,1,0,7,2016
1175,2,5,1,0,7,2016
1175,2,6,1,0,7,2016
1175,2,7,1,0,7,2016
1175,2,8,1,0,7,2016
1175,2,9,1,0,7,2016
1175,2,10,1,0,7,2016
1176,3,1,1,0,7,2016
1176,3,2,1,0,7,2016
1176,3,3,1,0,7,2016
1176,3,4,1,0,7,2016
1176,3,5,1,0,7,2016
1176,3,6,1,0,7,2016
1176,3,7,1,0,7,2016
1176,3,8,1,0,7,2016
1176,3,9,1,0,7,2016
1176,3,10,1,0,7,2016
1177,4,1,1,0,7,2016
1177,4,2,1,0,7,2016
1177,4,3,1,0,7,2016
1177,4,4,1,0,7,2016
1177,4,5,1,0,7,2016
1177,4,6,1,0,7,2016
1177,4,7,1,0,7,2016
1177,4,8,1,0,7,2016
1177,4,9,1,0,7,2016
1177,4,10,1,0,7,2016
1178,5,1,1,0,7,2016
1178,5,2,1,0,7,2016
1178,5,3,1,0,7,2016
1178,5,4,1,0,7,2016
1178,5,5,1,0,7,2016
1178,5,6,1,0,7,2016
1178,5,7,1,0,7,2016
1178,5,8,1,0,7,2016
1178,5,9,1,0,7,2016
1178,5,10,1,0,7,2016
1179,6,1,1,0,7,2016
1179,6,3,1,0,7,2016
1179,6,4,1,0,7,2016
1179,6,5,1,0,7,2016
1179,6,6,1,0,7,2016
1179,6,7,1,0,7,2016
1179,6,8,1,0,7,2016
1179,6,9,1,0,7,2016
1179,6,10,1,0,7,2016
1180,1,1,1,0,7,2016
1180,1,2,1,0,7,2016
1180,1,3,1,0,7,2016
1180,1,4,1,0,7,2016
1180,1,5,1,0,7,2016
1180,1,6,1,0,7,2016
1180,1,7,1,0,7,2016
1180,1,8,1,0,7,2016
1180,1,9,1,0,7,2016
1180,1,10,1,0,7,2016
1181,2,1,1,0,7,2016
1181,2,2,1,0,7,2016
1181,2,3,1,0,7,2016
1181,2,4,1,0,7,2016
1181,2,5,1,0,7,2016
1181,2,6,1,0,7,2016
1181,2,7,1,0,7,2016
1181,2,8,1,0,7,2016
1181,2,9,1,0,7,2016
1181,2,10,1,0,7,2016
1182,3,1,1,0,7,2016
1182,3,2,1,0,7,2016
1182,3,3,1,0,7,2016
1182,3,4,1,0,7,2016
1182,3,5,1,0,7,2016
1182,3,6,1,0,7,2016
1182,3,7,1,0,7,2016
1182,3,8,1,0,7,2016
1182,3,9,1,0,7,2016
1182,3,10,1,0,7,2016
1183,4,1,1,0,7,2016
1183,4,2,1,0,7,2016
1183,4,3,1,0,7,2016
1183,4,4,1,0,7,2016
1183,4,5,1,0,7,2016
1183,4,6,1,0,7,2016
1183,4,7,1,0,7,2016
1183,4,8,1,0,7,2016
1183,4,9,1,0,7,2016
1183,4,10,1,0,7,2016
1184,5,1,1,0,7,2016
1184,5,2,1,0,7,2016
1184,5,3,1,0,7,2016
1184,5,4,1,0,7,2016
1184,5,5,1,0,7,2016
1184,5,6,1,0,7,2016
1184,5,7,1,0,7,2016
1184,5,8,1,0,7,2016
1184,5,9,1,0,7,2016
1184,5,10,1,0,7,2016
1185,6,2,1,0,7,2016
1185,6,3,1,0,7,2016
1185,6,4,1,0,7,2016
1185,6,5,1,0,7,2016
1185,6,6,1,0,7,2016
1185,6,7,1,0,7,2016
1185,6,8,1,0,7,2016
1185,6,9,1,0,7,2016
1185,6,10,1,0,7,2016
1186,1,1,1,0,8,2016
1186,1,2,1,0,8,2016
1186,1,3,1,0,8,2016
1186,1,4,1,0,8,2016
1186,1,5,1,0,8,2016
1186,1,6,1,0,8,2016
1186,1,7,1,0,8,2016
1186,1,8,1,0,8,2016
1186,1,9,1,0,8,2016
1186,1,10,1,0,8,2016
1187,2,1,1,0,8,2016
1187,2,2,1,0,8,2016
1187,2,3,1,0,8,2016
1187,2,4,1,0,8,2016
1187,2,5,1,0,8,2016
1187,2,6,1,0,8,2016
1187,2,7,1,0,8,2016
1187,2,8,1,0,8,2016
1187,2,9,1,0,8,2016
1187,2,10,1,0,8,2016
1188,3,1,1,0,8,2016
1188,3,2,1,0,8,2016
1188,3,3,1,0,8,2016
1188,3,4,1,0,8,2016
1188,3,5,1,0,8,2016
1188,3,6,1,0,8,2016
1188,3,7,1,0,8,2016
1188,3,8,1,0,8,2016
1188,3,9,1,0,8,2016
1188,3,10,1,0,8,2016
1189,4,1,1,0,8,2016
1189,4,2,1,0,8,2016
1189,4,3,1,0,8,2016
1189,4,4,1,0,8,2016
1189,4,5,1,0,8,2016
1189,4,6,1,0,8,2016
1189,4,7,1,0,8,2016
1189,4,8,1,0,8,2016
1189,4,9,1,0,8,2016
1189,4,10,1,0,8,2016
1190,5,1,1,0,8,2016
1190,5,2,1,0,8,2016
1190,5,3,1,0,8,2016
1190,5,4,1,0,8,2016
1190,5,5,1,0,8,2016
1190,5,6,1,0,8,2016
1190,5,7,1,0,8,2016
1190,5,8,1,0,8,2016
1190,5,9,1,0,8,2016
1190,5,10,1,0,8,2016
1191,6,1,1,0,8,2016
1191,6,3,1,0,8,2016
1191,6,4,1,0,8,2016
1191,6,5,1,0,8,2016
1191,6,6,1,0,8,2016
1191,6,7,1,0,8,2016
1191,6,8,1,0,8,2016
1191,6,9,1,0,8,2016
1191,6,10,1,0,8,2016
1192,1,1,1,0,8,2016
1192,1,2,1,0,8,2016
1192,1,3,1,0,8,2016
1192,1,4,1,0,8,2016
1192,1,5,1,0,8,2016
1192,1,6,1,0,8,2016
1192,1,7,1,0,8,2016
1192,1,8,1,0,8,2016
1192,1,9,1,0,8,2016
1192,1,10,1,0,8,2016
1193,2,1,1,0,8,2016
1193,2,2,1,0,8,2016
1193,2,3,1,0,8,2016
1193,2,4,1,0,8,2016
1193,2,5,1,0,8,2016
1193,2,6,1,0,8,2016
1193,2,7,1,0,8,2016
1193,2,8,1,0,8,2016
1193,2,9,1,0,8,2016
1193,2,10,1,0,8,2016
1194,3,1,1,0,8,2016
1194,3,2,1,0,8,2016
1194,3,3,1,0,8,2016
1194,3,4,1,0,8,2016
1194,3,5,1,0,8,2016
1194,3,6,1,0,8,2016
1194,3,7,1,0,8,2016
1194,3,8,1,0,8,2016
1194,3,9,1,0,8,2016
1194,3,10,1,0,8,2016
1195,4,1,1,0,8,2016
1195,4,2,1,0,8,2016
1195,4,3,1,0,8,2016
1195,4,4,1,0,8,2016
1195,4,5,1,0,8,2016
1195,4,6,1,0,8,2016
1195,4,7,1,0,8,2016
1195,4,8,1,0,8,2016
1195,4,9,1,0,8,2016
1195,4,10,1,0,8,2016
1196,5,1,1,0,8,2016
1196,5,2,1,0,8,2016
1196,5,3,1,0,8,2016
1196,5,4,1,0,8,2016
1196,5,5,1,0,8,2016
1196,5,6,1,0,8,2016
1196,5,7,1,0,8,2016
1196,5,8,1,0,8,2016
1196,5,9,1,0,8,2016
1196,5,10,1,0,8,2016
1197,6,1,1,0,8,2016
1197,6,2,1,0,8,2016
1197,6,3,1,0,8,2016
1197,6,4,1,0,8,2016
1197,6,5,1,0,8,2016
1197,6,6,1,0,8,2016
1197,6,7,1,0,8,2016
1197,6,8,1,0,8,2016
1197,6,9,1,0,8,2016
1197,6,10,1,0,8,2016
1198,1,1,1,0,8,2016
1198,1,2,1,0,8,2016
1198,1,3,1,0,8,2016
1198,1,4,1,0,8,2016
1198,1,5,1,0,8,2016
1198,1,6,1,0,8,2016
1198,1,7,1,0,8,2016
1198,1,8,1,0,8,2016
1198,1,9,1,0,8,2016
1198,1,10,1,0,8,2016
1199,2,1,1,0,8,2016
1199,2,2,1,0,8,2016
1199,2,3,1,0,8,2016
1199,2,4,1,0,8,2016
1199,2,5,1,0,8,2016
1199,2,6,1,0,8,2016
1199,2,7,1,0,8,2016
1199,2,8,1,0,8,2016
1199,2,9,1,0,8,2016
1199,2,10,1,0,8,2016
1200,3,1,1,0,8,2016
1200,3,2,1,0,8,2016
1200,3,3,1,0,8,2016
1200,3,4,1,0,8,2016
